縣市,年度,可支配所得,臺灣地區可支配所得,對數成長率,全國對數成長率,相對成長率,相對成長率百分點,縣市首長黨籍,縣市首長黨籍代碼
臺東縣,2018,751292,1036304,-0.001307557481712962,0.0168966844242604,-0.018204241905973362,-1.8204241905973362,中國國民黨,KMT
臺東縣,2019,746775,1059731,-0.006030456166394416,0.022354565246384794,-0.02838502141277921,-2.838502141277921,中國國民黨,KMT
臺東縣,2020,764655,1079648,0.023660816769879744,0.01861995975169961,0.005040857018180134,0.5040857018180134,中國國民黨,KMT
臺東縣,2021,782652,1090554,0.02326340103951452,0.010050761918202866,0.013212639121311653,1.3212639121311653,中國國民黨,KMT
臺東縣,2022,779852,1108569,-0.0035839946613513973,0.01638417041275808,-0.01996816507410948,-1.9968165074109478,中國國民黨,KMT
臺東縣,2023,789468,1136708,0.012255142801686603,0.025066371186772685,-0.012811228385086082,-1.2811228385086082,中國國民黨,KMT
臺東縣,2024,782735,1165206,-0.008565104075731966,0.024761529817933337,-0.0333266338936653,-3.3326633893665303,中國國民黨,KMT
花蓮縣,1999,711084,889053,-0.010935872738498276,0.01802085734396286,-0.028956730082461135,-2.8956730082461135,中國國民黨,KMT
花蓮縣,2000,741877,891445,0.042392894947477444,0.002686890340863002,0.03970600460661444,3.9706004606614442,中國國民黨,KMT
花蓮縣,2001,744651,868651,0.0037321910115082346,-0.025902308074623903,0.029634499086132138,2.963449908613214,中國國民黨,KMT
花蓮縣,2002,689347,875919,-0.07717087956131152,0.008332187356849374,-0.0855030669181609,-8.55030669181609,中國國民黨,KMT
花蓮縣,2003,730767,881662,0.05834989480841557,0.00653514169686531,0.05181475311155026,5.181475311155026,中國國民黨,KMT
花蓮縣,2004,714810,891249,-0.022077894376190343,0.010815087103630106,-0.03289298147982045,-3.289298147982045,中國國民黨,KMT
花蓮縣,2005,662744,894574,-0.07562798117398906,0.003723777599661915,-0.07935175877365097,-7.935175877365097,中國國民黨,KMT
花蓮縣,2006,726258,913092,0.09151653165530682,0.020489014913620096,0.07102751674168672,7.1027516741686725,中國國民黨,KMT
花蓮縣,2007,724680,923874,-0.0021751454881737686,0.011739056485431831,-0.0139142019736056,-1.39142019736056,中國國民黨,KMT
花蓮縣,2008,695030,913687,-0.041775168006994434,-0.011087636668321466,-0.03068753133867297,-3.068753133867297,中國國民黨,KMT
花蓮縣,2009,655696,887605,-0.05825774320062038,-0.028961237827966002,-0.02929650537265438,-2.929650537265438,中國國民黨,KMT
花蓮縣,2010,741246,889353,0.12263528710712812,0.001967407855257619,0.1206678792518705,12.06678792518705,無黨籍,IND
花蓮縣,2011,757041,907988,0.0210848591259456,0.02073693058900794,0.00034792853693765835,0.034792853693765835,無黨籍,IND
花蓮縣,2012,761611,923584,0.006018513516893975,0.01703059115868122,-0.011012077641787243,-1.1012077641787243,無黨籍,IND
花蓮縣,2013,790373,942208,0.037069059281002126,0.01996430318257225,0.017104756098429874,1.7104756098429874,無黨籍,IND
花蓮縣,2014,715443,956849,-0.09960305467828157,0.015419537263454686,-0.11502259194173625,-11.502259194173625,無黨籍,IND
花蓮縣,2015,768611,964895,0.07168305851106993,0.008373692869138694,0.06330936564193124,6.330936564193124,無黨籍,IND
花蓮縣,2016,782381,993115,0.017756844408207684,0.02882718088557823,-0.011070336477370546,-1.1070336477370546,無黨籍,IND
花蓮縣,2017,752426,1018941,-0.039039181255146715,0.0256726636302389,-0.06471184488538562,-6.471184488538562,無黨籍,IND
花蓮縣,2018,789072,1036304,0.04755491851824978,0.0168966844242604,0.03065823409398938,3.065823409398938,無黨籍,IND
花蓮縣,2019,809661,1059731,0.025758070109382913,0.022354565246384794,0.003403504862998119,0.3403504862998119,中國國民黨,KMT
花蓮縣,2020,873311,1079648,0.07567609369631789,0.01861995975169961,0.05705613394461828,5.705613394461828,中國國民黨,KMT
花蓮縣,2021,870890,1090554,-0.0027760579827500464,0.010050761918202866,-0.012826819900952913,-1.2826819900952913,中國國民黨,KMT
花蓮縣,2022,859654,1108569,-0.012985694546708615,0.01638417041275808,-0.029369864959466696,-2.9369864959466696,中國國民黨,KMT
花蓮縣,2023,868593,1136708,0.010344678411311037,0.025066371186772685,-0.014721692775461648,-1.4721692775461648,中國國民黨,KMT
花蓮縣,2024,903665,1165206,0.039584055368154125,0.024761529817933337,0.014822525550220789,1.4822525550220789,中國國民黨,KMT
苗栗縣,1999,779814,889053,0.02392154010370895,0.01802085734396286,0.00590068275974609,0.590068275974609,中國國民黨,KMT
苗栗縣,2000,788159,891445,0.01064441644475167,0.002686890340863002,0.007957526103888668,0.7957526103888668,中國國民黨,KMT
苗栗縣,2001,777341,868651,-0.013820724621087521,-0.025902308074623903,0.012081583453536382,1.2081583453536382,中國國民黨,KMT
苗栗縣,2002,762664,875919,-0.019061554210397347,0.008332187356849374,-0.02739374156724672,-2.739374156724672,中國國民黨,KMT
苗栗縣,2003,778215,881662,0.020185268293296588,0.00653514169686531,0.013650126596431278,1.3650126596431278,中國國民黨,KMT
苗栗縣,2004,732410,891249,-0.0606623691669963,0.010815087103630106,-0.0714774562706264,-7.1477456270626405,中國國民黨,KMT
