county,year,local_party,central_party,aligned,party_alternation,consecutive_years,dpp_dummy,kmt_dummy
臺南市,2022,DPP,DPP,1,0,26,1,0
臺南市,2023,DPP,DPP,1,0,27,1,0
臺南市,2024,DPP,DPP,1,0,28,1,0
臺東縣,1990,KMT,KMT,1,0,1,0,1
臺東縣,1991,KMT,KMT,1,0,2,0,1
臺東縣,1992,KMT,KMT,1,0,3,0,1
臺東縣,1993,KMT,KMT,1,0,4,0,1
臺東縣,1994,KMT,KMT,1,0,5,0,1
臺東縣,1995,KMT,KMT,1,0,6,0,1
臺東縣,1996,KMT,KMT,1,0,7,0,1
臺東縣,1997,KMT,KMT,1,0,8,0,1
臺東縣,1998,KMT,KMT,1,0,9,0,1
臺東縣,1999,KMT,KMT,1,0,10,0,1
臺東縣,2000,KMT,DPP,0,0,11,0,1
臺東縣,2001,PFP,DPP,0,1,1,0,0
臺東縣,2002,PFP,DPP,0,1,2,0,0
臺東縣,2003,PFP,DPP,0,1,3,0,0
臺東縣,2004,PFP,DPP,0,1,4,0,0
臺東縣,2005,IND,DPP,0,1,1,0,0
臺東縣,2006,IND,DPP,0,1,2,0,0
臺東縣,2007,IND,DPP,0,1,3,0,0
臺東縣,2008,IND,KMT,0,1,4,0,0
臺東縣,2009,KMT,KMT,1,1,1,0,1
臺東縣,2010,KMT,KMT,1,1,2,0,1
臺東縣,2011,KMT,KMT,1,1,3,0,1
臺東縣,2012,KMT,KMT,1,1,4,0,1
臺東縣,2013,KMT,KMT,1,0,5,0,1
臺東縣,2014,KMT,KMT,1,0,6,0,1
臺東縣,2015,KMT,KMT,1,0,7,0,1
臺東縣,2016,KMT,DPP,0,0,8,0,1
臺東縣,2017,KMT,DPP,0,0,9,0,1
臺東縣,2018,KMT,DPP,0,0,10,0,1
臺東縣,2019,KMT,DPP,0,0,11,0,1
臺東縣,2020,KMT,DPP,0,0,12,0,1
臺東縣,2021,KMT,DPP,0,0,13,0,1
臺東縣,2022,KMT,DPP,0,0,14,0,1
臺東縣,2023,KMT,DPP,0,0,15,0,1
臺東縣,2024,KMT,DPP,0,0,16,0,1
花蓮縣,1990,KMT,KMT,1,0,1,0,1
花蓮縣,1991,KMT,KMT,1,0,2,0,1
花蓮縣,1992,KMT,KMT,1,0,3,0,1
花蓮縣,1993,KMT,KMT,1,0,4,0,1
花蓮縣,1994,KMT,KMT,1,0,5,0,1
花蓮縣,1995,KMT,KMT,1,0,6,0,1
花蓮縣,1996,KMT,KMT,1,0,7,0,1
花蓮縣,1997,KMT,KMT,1,0,8,0,1
花蓮縣,1998,KMT,KMT,1,0,9,0,1
花蓮縣,1999,KMT,KMT,1,0,10,0,1
花蓮縣,2000,KMT,DPP,0,0,11,0,1
花蓮縣,2001,KMT,DPP,0,0,12,0,1
花蓮縣,2002,KMT,DPP,0,0,13,0,1
花蓮縣,2003,KMT,DPP,0,0,14,0,1
花蓮縣,2004,KMT,DPP,0,0,15,0,1
花蓮縣,2005,KMT,DPP,0,0,16,0,1
花蓮縣,2006,KMT,DPP,0,0,17,0,1
花蓮縣,2007,KMT,DPP,0,0,18,0,1
花蓮縣,2008,KMT,KMT,1,0,19,0,1
花蓮縣,2009,KMT,KMT,1,0,20,0,1
花蓮縣,2010,KMT,KMT,1,0,21,0,1
花蓮縣,2011,KMT,KMT,1,0,22,0,1
花蓮縣,2012,KMT,KMT,1,0,23,0,1
花蓮縣,2013,KMT,KMT,1,0,24,0,1
花蓮縣,2014,KMT,KMT,1,0,25,0,1
花蓮縣,2015,KMT,KMT,1,0,26,0,1
花蓮縣,2016,KMT,DPP,0,0,27,0,1
花蓮縣,2017,KMT,DPP,0,0,28,0,1
花蓮縣,2018,KMT,DPP,0,0,29,0,1
花蓮縣,2019,KMT,DPP,0,0,30,0,1
花蓮縣,2020,KMT,DPP,0,0,31,0,1
花蓮縣,2021,KMT,DPP,0,0,32,0,1
花蓮縣,2022,KMT,DPP,0,0,33,0,1
花蓮縣,2023,KMT,DPP,0,0,34,0,1
花蓮縣,2024,KMT,DPP,0,0,35,0,1
苗栗縣,1990,KMT,KMT,1,0,1,0,1
苗栗縣,1991,KMT,KMT,1,0,2,0,1
苗栗縣,1992,KMT,KMT,1,0,3,0,1
苗栗縣,1993,KMT,KMT,1,0,4,0,1
苗栗縣,1994,KMT,KMT,1,0,5,0,1
苗栗縣,1995,KMT,KMT,1,0,6,0,1
苗栗縣,1996,KMT,KMT,1,0,7,0,1
苗栗縣,1997,IND,KMT,0,1,1,0,0
苗栗縣,1998,IND,KMT,0,1,2,0,0
苗栗縣,1999,IND,KMT,0,1,3,0,0
苗栗縣,2000,IND,DPP,0,1,4,0,0
苗栗縣,2001,IND,DPP,0,0,5,0,0
苗栗縣,2002,IND,DPP,0,0,6,0,0
苗栗縣,2003,IND,DPP,0,0,7,0,0
苗栗縣,2004,IND,DPP,0,0,8,0,0
苗栗縣,2005,KMT,DPP,0,1,1,0,1
苗栗縣,2006,KMT,DPP,0,1,2,0,1
苗栗縣,2007,KMT,DPP,0,1,3,0,1
苗栗縣,2008,KMT,KMT,1,1,4,0,1
苗栗縣,2009,KMT,KMT,1,0,5,0,1
苗栗縣,2010,KMT,KMT,1,0,6,0,1
苗栗縣,2011,KMT,KMT,1,0,7,0,1
苗栗縣,2012,KMT,KMT,1,0,8,0,1
苗栗縣,2013,KMT,KMT,1,0,9,0,1
苗栗縣,2014,KMT,KMT,1,0,10,0,1
苗栗縣,2015,KMT,KMT,1,0,11,0,1
苗栗縣,2016,KMT,DPP,0,0,12,0,1
苗栗縣,2017,KMT,DPP,0,0,13,0,1
苗栗縣,2018,KMT,DPP,0,0,14,0,1
苗栗縣,2019,KMT,DPP,0,0,15,0,1
苗栗縣,2020,KMT,DPP,0,0,16,0,1
苗栗縣,2021,KMT,DPP,0,0,17,0,1
苗栗縣,2022,IND,DPP,0,1,1,0,0
苗栗縣,2023,IND,DPP,0,1,2,0,0
苗栗縣,2024,IND,DPP,0,1,3,0,0
雲林縣,1990,KMT,KMT,1,0,1,0,1
雲林縣,1991,KMT,KMT,1,0,2,0,1
雲林縣,1992,KMT,KMT,1,0,3,0,1
雲林縣,1993,KMT,KMT,1,0,4,0,1
雲林縣,1994,KMT,KMT,1,0,5,0,1
雲林縣,1995,KMT,KMT,1,0,6,0,1
雲林縣,1996,KMT,KMT,1,0,7,0,1
雲林縣,1997,KMT,KMT,1,0,8,0,1
雲林縣,1998,KMT,KMT,1,0,9,0,1
雲林縣,1999,KMT,KMT,1,0,10,0,1
雲林縣,2000,KMT,DPP,0,0,11,0,1
雲林縣,2001,IND,DPP,0,1,1,0,0
雲林縣,2002,IND,DPP,0,1,2,0,0
雲林縣,2003,IND,DPP,0,1,3,0,0
雲林縣,2004,IND,DPP,0,1,4,0,0
雲林縣,2005,DPP,DPP,1,1,1,1,0
雲林縣,2006,DPP,DPP,1,1,2,1,0
雲林縣,2007,DPP,DPP,1,1,3,1,0
雲林縣,2008,DPP,KMT,0,1,4,1,0
雲林縣,2009,DPP,KMT,0,0,5,1,0
雲林縣,2010,DPP,KMT,0,0,6,1,0
雲林縣,2011,DPP,KMT,0,0,7,1,0
雲林縣,2012,DPP,KMT,0,0,8,1,0
雲林縣,2013,DPP,KMT,0,0,9,1,0
雲林縣,2014,DPP,KMT,0,0,10,1,0
雲林縣,2015,DPP,KMT,0,0,11,1,0
雲林縣,2016,DPP,DPP,1,0,12,1,0
雲林縣,2017,DPP,DPP,1,0,13,1,0
雲林縣,2018,KMT,DPP,0,1,1,0,1
雲林縣,2019,KMT,DPP,0,1,2,0,1
雲林縣,2020,KMT,DPP,0,1,3,0,1
雲林縣,2021,KMT,DPP,0,1,4,0,1
雲林縣,2022,KMT,DPP,0,0,5,0,1
雲林縣,2023,KMT,DPP,0,0,6,0,1
雲林縣,2024,KMT,DPP,0,0,7,0,1
高雄市,1994,KMT,KMT,1,0,1,0,1
高雄市,1995,KMT,KMT,1,0,2,0,1
高雄市,1996,KMT,KMT,1,0,3,0,1
高雄市,1997,KMT,KMT,1,0,4,0,1
高雄市,1998,DPP,KMT,0,1,1,1,0
高雄市,1999,DPP,KMT,0,1,2,1,0
高雄市,2000,DPP,DPP,1,1,3,1,0
高雄市,2001,DPP,DPP,1,1,4,1,0
高雄市,2002,DPP,DPP,1,0,5,1,0
高雄市,2003,DPP,DPP,1,0,6,1,0
高雄市,2004,DPP,DPP,1,0,7,1,0
高雄市,2005,DPP,DPP,1,0,8,1,0
高雄市,2006,DPP,DPP,1,0,9,1,0
高雄市,2007,DPP,DPP,1,0,10,1,0
高雄市,2008,DPP,KMT,0,0,11,1,0
高雄市,2009,DPP,KMT,0,0,12,1,0
高雄市,2010,DPP,KMT,0,0,13,1,0
高雄市,2011,DPP,KMT,0,0,14,1,0
高雄市,2012,DPP,KMT,0,0,15,1,0
高雄市,2013,DPP,KMT,0,0,16,1,0
高雄市,2014,DPP,KMT,0,0,17,1,0
高雄市,2015,DPP,KMT,0,0,18,1,0
高雄市,2016,DPP,DPP,1,0,19,1,0
高雄市,2017,DPP,DPP,1,0,20,1,0
高雄市,2018,KMT,DPP,0,1,1,0,1
高雄市,2019,KMT,DPP,0,1,2,0,1
高雄市,2020,KMT,DPP,0,1,3,0,1
高雄市,2021,KMT,DPP,0,1,4,0,1
高雄市,2022,DPP,DPP,1,1,1,1,0
高雄市,2023,DPP,DPP,1,1,2,1,0
高雄市,2024,DPP,DPP,1,1,3,1,0
