year,composite,kmt_advantage,dpp_advantage,is_election_year
2007.2374581939798,0.6099460019446806,0.1099,-0.1099,False
2007.3311036789298,0.6216213078347992,0.1216,-0.1216,False
2007.4247491638796,0.6341127337388971,0.1341,-0.1341,False
2007.5183946488294,0.647036548682324,0.147,-0.147,False
2007.6120401337794,0.6600090216904335,0.16,-0.16,False
2007.7056856187291,0.6726464217884849,0.1726,-0.1726,False
2007.799331103679,0.6845650180018327,0.1846,-0.1846,False
2007.8929765886287,0.6953810793557994,0.1954,-0.1954,False
2007.9866220735787,0.7,0.2,-0.2,True
2008.0802675585285,0.7,0.2,-0.2,True
2008.1739130434783,0.7,0.2,-0.2,False
2008.267558528428,0.7,0.2,-0.2,False
2008.361204013378,0.7,0.2,-0.2,False
2008.4548494983278,0.7,0.2,-0.2,False
2008.5484949832776,0.7,0.2,-0.2,False
2008.6421404682274,0.7,0.2,-0.2,False
2008.7357859531774,0.7,0.2,-0.2,False
2008.8294314381271,0.7,0.2,-0.2,False
2008.923076923077,0.7,0.2,-0.2,True
2009.0167224080267,0.7,0.2,-0.2,True
2009.1103678929767,0.7,0.2,-0.2,False
2009.2040133779265,0.7,0.2,-0.2,False
2009.2976588628762,0.7,0.2,-0.2,False
2009.391304347826,0.7,0.2,-0.2,False
2009.484949832776,0.7,0.2,-0.2,False
2009.5785953177258,0.7,0.2,-0.2,False
2009.6722408026756,0.7,0.2,-0.2,False
2009.7658862876253,0.7,0.2,-0.2,False
2009.8595317725753,0.7,0.2,-0.2,False
2009.953177257525,0.7,0.2,-0.2,True
2010.046822742475,0.7,0.2,-0.2,True
2010.1404682274247,0.7,0.2,-0.2,False
2010.2341137123747,0.7,0.2,-0.2,False
2010.3277591973244,0.7,0.2,-0.2,False
2010.4214046822742,0.7,0.2,-0.2,False
2010.515050167224,0.7,0.2,-0.2,False
2010.608695652174,0.7,0.2,-0.2,False
2010.7023411371238,0.7,0.2,-0.2,False
2010.7959866220735,0.7,0.2,-0.2,False
2010.8896321070233,0.7,0.2,-0.2,False
2010.9832775919733,0.7,0.2,-0.2,False
2011.076923076923,0.7,0.2,-0.2,False
2011.1705685618729,0.6980392019447897,0.198,-0.198,False
2011.2642140468226,0.6897699630068144,0.1898,-0.1898,False
2011.3578595317726,0.6808165929551743,0.1808,-0.1808,False
2011.4515050167224,0.6715589014111683,0.1716,-0.1716,False
2011.5451505016722,0.6623766979960306,0.1624,-0.1624,False
2011.638795986622,0.6536497923310163,0.1536,-0.1536,False
2011.732441471572,0.6457579940373621,0.1458,-0.1458,False
2011.8260869565217,0.6390811127363624,0.1391,-0.1391,False
2011.9197324414715,0.6339989580492518,0.134,-0.134,True
2012.0133779264213,0.6308909005349371,0.1309,-0.1309,True
2012.1070234113713,0.629913267079492,0.1299,-0.1299,False
2012.200668896321,0.63063711445898,0.1306,-0.1306,False
2012.2943143812709,0.6325386619822658,0.1325,-0.1325,False
2012.3879598662206,0.6350941289582199,0.1351,-0.1351,False
2012.4816053511706,0.6377797346957182,0.1378,-0.1378,False
2012.5752508361204,0.640071698503617,0.1401,-0.1401,False
2012.6688963210702,0.6414462396907928,0.1414,-0.1414,False
2012.7625418060202,0.6413795775661132,0.1414,-0.1414,False
2012.85618729097,0.6393479314384475,0.1393,-0.1393,False
2012.9498327759197,0.6348275206166678,0.1348,-0.1348,False
2013.0434782608695,0.6273135931940519,0.1273,-0.1273,False
2013.1371237458195,0.616822224707099,0.1168,-0.1168,False
2013.2307692307693,0.6039411943666877,0.1039,-0.1039,False
2013.324414715719,0.5892875131302661,0.0893,-0.0893,False
2013.4180602006688,0.5734781919553049,0.0735,-0.0735,False
2013.5117056856188,0.557130241799235,0.0571,-0.0571,False
2013.6053511705686,0.5408606736196075,0.0409,-0.0409,False
2013.6989966555184,0.5252864983738538,0.0253,-0.0253,False
2013.7926421404682,0.5110247270194442,0.011,-0.011,False
2013.8862876254182,0.4986923705138227,-0.0013,0.0013,False
2013.979933110368,0.4889064398145206,-0.0111,0.0111,True
2014.0735785953177,0.4821916067328149,-0.0178,0.0178,True
2014.1672240802675,0.4783579033019499,-0.0216,0.0216,False
2014.2608695652175,0.4768820109937082,-0.0231,0.0231,False
2014.3545150501673,0.4772387381341653,-0.0228,0.0228,False
2014.448160535117,0.47890289304938416,-0.0211,0.0211,False
2014.5418060200668,0.48134928406543404,-0.0187,0.0187,False
2014.6354515050168,0.4840527195083906,-0.0159,0.0159,False
2014.7290969899666,0.486488007704309,-0.0135,0.0135,False
2014.8227424749164,0.48812995697926476,-0.0119,0.0119,False
2014.9163879598661,0.4884533756593272,-0.0115,0.0115,False
2015.0100334448161,0.48693324975659685,-0.0131,0.0131,False
2015.103678929766,0.48323990804794154,-0.0168,0.0168,False
2015.1973244147157,0.4776121232677461,-0.0224,0.0224,False
2015.2909698996655,0.47039149571834055,-0.0296,0.0296,False
2015.3846153846155,0.4619196257020331,-0.0381,0.0381,False
2015.4782608695652,0.4525381135211956,-0.0475,0.0475,False
2015.571906354515,0.44258855947813874,-0.0574,0.0574,False
2015.6655518394648,0.43241256387519267,-0.0676,0.0676,False
2015.7591973244148,0.4223517270146632,-0.0776,0.0776,False
2015.8528428093646,0.41274764919893014,-0.0873,0.0873,False
2015.9464882943143,0.40394193073029855,-0.0961,0.0961,True
2016.0401337792641,0.39627200553518555,-0.1037,0.1037,True
2016.1337792642141,0.38993766282464926,-0.1101,0.1101,False
2016.227424749164,0.3849728083243704,-0.115,0.115,False
2016.3210702341137,0.3814014719059658,-0.1186,0.1186,False
2016.4147157190635,0.37924768344106957,-0.1208,0.1208,False
2016.5083612040135,0.37853547280131566,-0.1215,0.1215,False
2016.6020066889632,0.3792888698583415,-0.1207,0.1207,False
2016.695652173913,0.3815319044837777,-0.1185,0.1185,False
2016.7892976588628,0.38528860654925823,-0.1147,0.1147,False
2016.8829431438128,0.3905830059264317,-0.1094,0.1094,False
2016.9765886287626,0.3974391324869066,-0.1026,0.1026,False
2017.0702341137123,0.40585544374391125,-0.0941,0.0941,False
2017.163879598662,0.41560782298000104,-0.0844,0.0844,False
2017.257525083612,0.4263575514270767,-0.0736,0.0736,False
2017.3511705685619,0.4377649631925735,-0.0622,0.0622,False
2017.4448160535117,0.4494903923840046,-0.0505,0.0505,False
2017.5384615384614,0.46119417310885796,-0.0388,0.0388,False
2017.6321070234114,0.4725366394746486,-0.0275,0.0275,False
2017.7257525083612,0.48317812558880874,-0.0168,0.0168,False
2017.819397993311,0.49277896555885453,-0.0072,0.0072,False
2017.9130434782608,0.5009994934922741,0.001,-0.001,True
2018.0066889632108,0.5075000807264276,0.0075,-0.0075,True
2018.1003344481605,0.5120666004518071,0.0121,-0.0121,False
2018.1939799331103,0.5148905451678755,0.0149,-0.0149,False
2018.28762541806,0.5162452013733151,0.0162,-0.0162,False
2018.38127090301,0.5164038555668077,0.0164,-0.0164,False
2018.4749163879599,0.5156397942470358,0.0156,-0.0156,False
2018.5685618729096,0.5142263039126833,0.0142,-0.0142,False
2018.6622073578596,0.5124366710624284,0.0124,-0.0124,False
2018.7558528428094,0.5105441821949629,0.0105,-0.0105,False
2018.8494983277592,0.5088221238089652,0.0088,-0.0088,False
2018.943143812709,0.5075437824031179,0.0075,-0.0075,False
2019.036789297659,0.5069783125954823,0.007,-0.007,False
2019.1304347826087,0.5072272500002667,0.0072,-0.0072,False
2019.2240802675585,0.5081702535197091,0.0082,-0.0082,False
2019.3177257525083,0.5096717304185655,0.0097,-0.0097,False
2019.4113712374583,0.5115960879615975,0.0116,-0.0116,False
2019.505016722408,0.5138077334135512,0.0138,-0.0138,False
2019.5986622073578,0.5161710740391877,0.0162,-0.0162,False
2019.6923076923076,0.5185505171032627,0.0186,-0.0186,False
2019.7859531772576,0.5208104698705379,0.0208,-0.0208,False
2019.8795986622074,0.5228153396057582,0.0228,-0.0228,False
2019.9732441471572,0.5244295335736856,0.0244,-0.0244,True
2020.066889632107,0.5255314440757208,0.0255,-0.0255,True
2020.160535117057,0.5261368524132638,0.0261,-0.0261,False
2020.2541806020067,0.526339520452041,0.0263,-0.0263,False
2020.3478260869565,0.5262341051001296,0.0262,-0.0262,False
2020.4414715719063,0.5259152632656043,0.0259,-0.0259,False
2020.5351170568563,0.5254776518565392,0.0255,-0.0255,False
2020.628762541806,0.5250159277810112,0.025,-0.025,False
2020.7224080267558,0.5246247479470942,0.0246,-0.0246,False
2020.8160535117056,0.5243987692628634,0.0244,-0.0244,False
2020.9096989966556,0.5244326486363939,0.0244,-0.0244,False
2021.0033444816054,0.5248210416688681,0.0248,-0.0248,False
2021.0969899665552,0.5256267353799665,0.0256,-0.0256,False
2021.190635451505,0.5267979767816408,0.0268,-0.0268,False
2021.284280936455,0.5282572893144015,0.0283,-0.0283,False
2021.3779264214047,0.5299271964187481,0.0299,-0.0299,False
2021.4715719063545,0.5317302215351908,0.0317,-0.0317,False
2021.5652173913043,0.5335888881042358,0.0336,-0.0336,False
2021.6588628762543,0.5354257195663947,0.0354,-0.0354,False
2021.752508361204,0.5371632393621648,0.0372,-0.0372,False
2021.8461538461538,0.5387239709320577,0.0387,-0.0387,False
2021.9397993311036,0.5400304377165797,0.04,-0.04,True
2022.0334448160536,0.5410061959911256,0.041,-0.041,True
2022.1270903010034,0.5416273444073957,0.0416,-0.0416,False
2022.2207357859531,0.5419464196613292,0.0419,-0.0419,False
2022.314381270903,0.5420219819419173,0.042,-0.042,False
2022.408026755853,0.54191259143815,0.0419,-0.0419,False
2022.5016722408027,0.541676808339019,0.0417,-0.0417,False
2022.5953177257525,0.5413731928335148,0.0414,-0.0414,False
2022.6889632107022,0.5410603051106285,0.0411,-0.0411,False
2022.7826086956522,0.5407967053593503,0.0408,-0.0408,False
2022.876254180602,0.5406409537686722,0.0406,-0.0406,False
2022.9698996655518,0.5406516105275846,0.0407,-0.0407,False
2023.0635451505016,0.5408872358250781,0.0409,-0.0409,False
2023.1571906354516,0.5414063898501451,0.0414,-0.0414,False
2023.2508361204013,0.5422676327917743,0.0423,-0.0423,False
2023.3444816053511,0.5435295248389572,0.0435,-0.0435,False
2023.438127090301,0.5452506261806845,0.0453,-0.0453,False
2023.531772575251,0.5474894970059535,0.0475,-0.0475,False
2023.6254180602007,0.550304697503744,0.0503,-0.0503,False
2023.7190635451504,0.5537547878630515,0.0538,-0.0538,False
2023.8127090301002,0.5578983282728671,0.0579,-0.0579,False
2023.9063545150502,0.5627938789221941,0.0628,-0.0628,True
2024.0,0.5685,0.0685,-0.0685,True
